timestamp,Temperature,(S1)-SP510,(S2)-SP215
2025-06-07 05:30:00,16.875,-7.5712487987227615,-4.52769119001505
2025-06-07 05:30:01,16.875,-4.873568164480092,-4.52769119001505
2025-06-07 05:30:02,16.937,-3.7398342906810504,-4.52769119001505
2025-06-07 05:30:03,16.875,-4.441718930713172,-4.52769119001505
2025-06-07 05:30:04,16.937,-2.8217429704483874,-4.52769119001505
2025-06-07 05:30:05,16.937,-7.94873462074314,-4.52769119001505
2025-06-07 05:30:05,16.937,-10.374318032352306,-4.52769119001505
2025-06-07 05:30:06,16.937,-14.089810728045006,-4.492239770926599
2025-06-07 05:30:07,16.937,-14.520299979757848,-4.52769119001505
2025-06-07 05:30:08,16.937,-12.690300888981136,-4.52769119001505
2025-06-07 05:30:09,16.937,-8.43400515578338,-4.492239770926599
2025-06-07 05:30:10,16.937,-4.441718930713172,-4.52769119001505
2025-06-07 05:30:11,16.875,-3.1998138126819717,-4.492239770926599
2025-06-07 05:30:11,16.937,-4.1717822940943545,-4.563143
2025-06-07 05:30:12,16.937,-12.851815558419279,-4.563143
2025-06-07 05:30:13,16.937,-14.735521812618945,-4.52769119001505
2025-06-07 05:30:14,16.937,-12.313400087173966,-4.563143
2025-06-07 05:30:15,16.937,-7.517318453887297,-4.563143
2025-06-07 05:30:16,16.937,-3.523837495979079,-4.52769119001505
2025-06-07 05:30:17,16.937,-2.605681595593009,-4.563143
2025-06-07 05:30:17,16.937,-2.7677290512967487,-4.492239770926599
2025-06-07 05:30:18,16.937,-7.786960680983237,-4.52769119001505
2025-06-07 05:30:19,16.937,-12.205705596427244,-4.52769119001505
2025-06-07 05:30:20,16.937,-13.874543309193264,-4.52769119001505
2025-06-07 05:30:21,16.937,-15.434887826668238,-4.52769119001505
2025-06-07 05:30:22,16.937,-10.482077103252434,-4.52769119001505
2025-06-07 05:30:23,16.937,-4.33374712519006,-4.492239770926599
2025-06-07 05:30:23,16.937,-3.523837495979079,-4.52769119001505
2025-06-07 05:30:24,16.937,-1.6332173665324219,-4.563143
2025-06-07 05:30:25,16.937,-7.031902613501892,-4.52769119001505
2025-06-07 05:30:26,16.937,-13.174819255175827,-4.52769119001505
2025-06-07 05:30:27,16.937,-12.851815558419279,-4.634047792659398
2025-06-07 05:30:28,16.937,-15.75761800748095,-4.52769119001505
2025-06-07 05:30:29,16.937,-10.913075398527416,-4.52769119001505
2025-06-07 05:30:29,16.937,-6.006883216990133,-4.52769119001505
2025-06-07 05:30:30,16.937,-4.225771520834394,-4.52769119001505
2025-06-07 05:30:31,16.937,-2.605681595593009,-4.52769119001505
2025-06-07 05:30:32,16.937,-9.29651838756059,-4.563143
2025-06-07 05:30:33,16.937,-13.336308282494231,-4.52769119001505
2025-06-07 05:30:34,16.937,-13.874543309193264,-4.52769119001505
2025-06-07 05:30:35,16.937,-14.466492147272227,-4.52769119001505
2025-06-07 05:30:35,16.937,-10.8053315229575,-4.563143
2025-06-07 05:30:36,16.937,-5.575193534190451,-4.492239770926599
2025-06-07 05:30:37,16.937,-4.063800991489858,-4.563143
2025-06-07 05:30:38,16.937,-3.4698359230332403,-4.52769119001505
2025-06-07 05:30:39,16.937,-1.9574062990455983,-4.492239770926599
2025-06-07 05:30:40,17.0,-9.566003912813708,-4.52769119001505
2025-06-07 05:30:41,16.937,-14.251251320248358,-4.52769119001505
2025-06-07 05:30:41,16.937,-15.434887826668238,-4.52769119001505
2025-06-07 05:30:42,16.937,-11.397875828039188,-4.492239770926599
2025-06-07 05:30:43,16.937,-5.5212280501538675,-4.492239770926599
2025-06-07 05:30:44,17.0,-4.441718930713172,-4.52769119001505
2025-06-07 05:30:45,17.0,-3.4158334003792636,-4.52769119001505
2025-06-07 05:30:46,16.937,-5.467261616409148,-4.52769119001505
2025-06-07 05:30:47,16.937,-10.212672303191075,-4.52769119001505
2025-06-07 05:30:47,16.937,-11.828744963007358,-4.563143
2025-06-07 05:30:48,16.937,-15.112123456362546,-4.52769119001505
2025-06-07 05:30:49,16.937,-15.434887826668238,-4.492239770926599
2025-06-07 05:30:50,16.937,-11.828744963007358,-4.52769119001505
2025-06-07 05:30:51,16.937,-6.816137547585669,-4.52769119001505
2025-06-07 05:30:52,16.937,-3.523837495979079,-4.52769119001505
2025-06-07 05:30:52,17.0,-2.3355835085906747,-4.52769119001505
2025-06-07 05:30:53,16.937,-6.870080238626931,-4.492239770926599
2025-06-07 05:30:54,16.937,-12.95948725617068,-4.492239770926599
2025-06-07 05:30:55,16.937,-15.381096139220968,-4.52769119001505
2025-06-07 05:30:56,17.0,-11.128551753169587,-4.563143
2025-06-07 05:30:57,16.937,-6.546409846757282,-4.563143
2025-06-07 05:30:58,16.937,-4.387733502805686,-4.52769119001505
2025-06-07 05:30:59,17.0,-1.8493471203737593,-4.52769119001505
2025-06-07 05:30:59,16.937,-8.43400515578338,-4.52769119001505
2025-06-07 05:31:00,16.937,-11.50559881003006,-4.563143
2025-06-07 05:31:01,17.0,-14.520299979757848,-4.52769119001505
2025-06-07 05:31:02,16.937,-13.120987679986747,-4.52769119001505
2025-06-07 05:31:03,16.937,-10.428198042656438,-4.52769119001505
2025-06-07 05:31:04,16.937,-5.467261616409148,-4.52769119001505
2025-06-07 05:31:05,16.937,-4.063800991489858,-4.52769119001505
2025-06-07 05:31:05,17.0,-3.0377891499735505,-4.52769119001505
2025-06-07 05:31:06,16.937,-1.6332173665324219,-4.563143
2025-06-07 05:31:07,16.937,-6.546409846757282,-4.492239770926599
2025-06-07 05:31:08,16.937,-9.727683831467917,-4.492239770926599
2025-06-07 05:31:09,16.937,-12.259553316654674,-4.52769119001505
2025-06-07 05:31:10,16.937,-14.520299979757848,-4.52769119001505
2025-06-07 05:31:10,16.937,-15.596257190761214,-4.52769119001505
2025-06-07 05:31:11,17.0,-10.158788494054388,-4.52769119001505
2025-06-07 05:31:12,16.937,-15.112123456362546,-4.52769119001505
2025-06-07 05:31:13,16.937,-4.117792117646175,-4.563143
2025-06-07 05:31:14,16.937,-2.065461678884882,-4.52769119001505
2025-06-07 05:31:15,16.937,-2.4976452099164903,-4.52769119001505
2025-06-07 05:31:16,16.937,-9.78157523826971,-4.52769119001505
2025-06-07 05:31:16,17.0,-10.266555162619625,-4.563143
2025-06-07 05:31:17,16.937,-13.982178918035412,-4.492239770926599
2025-06-07 05:31:18,17.0,-15.434887826668238,-4.563143
2025-06-07 05:31:19,17.0,-10.158788494054388,-4.52769119001505
2025-06-07 05:31:20,16.937,-5.791045973255397,-4.563143
2025-06-07 05:31:21,16.937,-4.33374712519006,-4.52769119001505
2025-06-07 05:31:22,17.0,-2.605681595593009,-4.52769119001505
2025-06-07 05:31:22,16.937,-8.164419911175743,-4.52769119001505
2025-06-07 05:31:23,16.937,-11.128551753169587,-4.52769119001505
2025-06-07 05:31:24,17.0,-12.259553316654674,-4.52769119001505
2025-06-07 05:31:25,16.937,-14.735521812618945,-4.492239770926599
2025-06-07 05:31:26,16.937,-9.512108707179362,-4.563143
2025-06-07 05:31:27,16.937,-4.441718930713172,-4.52769119001505
2025-06-07 05:31:28,17.0,-2.119487944242317,-4.52769119001505
2025-06-07 05:31:28,16.937,-7.247652484087899,-4.492239770926599
2025-06-07 05:31:29,17.0,-13.390136058850759,-4.492239770926599
2025-06-07 05:31:30,16.937,-15.434887826668238,-4.52769119001505
2025-06-07 05:31:31,17.0,-7.786960680983237,-4.492239770926599
2025-06-07 05:31:32,17.0,-4.603669516186805,-4.52769119001505
2025-06-07 05:31:33,17.0,-2.065461678884882,-4.52769119001505
2025-06-07 05:31:34,17.0,-12.905651882149048,-4.52769119001505
2025-06-07 05:31:34,17.0,-15.542468352438362,-4.52769119001505
2025-06-07 05:31:35,16.937,-10.158788494054388,-4.492239770926599
2025-06-07 05:31:36,17.0,-4.549686937403733,-4.563143
2025-06-07 05:31:37,17.0,-1.471110079215967,-4.52769119001505
2025-06-07 05:31:38,17.0,-10.158788494054388,-4.563143
2025-06-07 05:31:39,16.937,-13.982178918035412,-4.492239770926599
2025-06-07 05:31:40,17.0,-15.542468352438362,-4.492239770926599
2025-06-07 05:31:40,17.0,-7.031902613501892,-4.52769119001505
2025-06-07 05:31:41,17.0,-4.765611554287192,-4.492239770926599
2025-06-07 05:31:42,17.0,-1.8493471203737593,-4.52769119001505
2025-06-07 05:31:43,16.937,-11.074684089071251,-4.52769119001505
2025-06-07 05:31:44,17.0,-14.681717778965883,-4.52769119001505
2025-06-07 05:31:45,16.937,-10.428198042656438,-4.52769119001505
2025-06-07 05:31:46,17.0,-15.596257190761214,-4.52769119001505
2025-06-07 05:31:46,17.0,-4.65765114526174,-4.492239770926599
2025-06-07 05:31:47,16.937,-2.3355835085906747,-4.563143
2025-06-07 05:31:48,17.0,-7.679106639269275,-4.52769119001505
2025-06-07 05:31:49,17.0,-11.50559881003006,-4.52769119001505
2025-06-07 05:31:50,17.0,-13.390136058850759,-4.52769119001505
2025-06-07 05:31:51,17.0,-13.06715515508953,-4.52769119001505
2025-06-07 05:31:52,17.0,-10.64370858679159,-4.492239770926599
2025-06-07 05:31:52,17.0,-14.197438739222044,-4.52769119001505
2025-06-07 05:31:53,17.0,-3.955815890052809,-4.52769119001505
2025-06-07 05:31:54,17.0,-3.307825505946894,-4.52769119001505
